title,company,location,contract_type,posted_date,company_logo,job_url
Data Scientist (متخصص علم داده),خانه هوش ایران | Iran Ai House,تهران، تهران,"قرارداد
              تمام‌وقت",(۴ روز پیش),https://thumb2.jobinjacdn.com/rDlzu9DH2nBW_1MKTbVOXetZ7k8=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/c1dced80-8a30-4a63-8246-e018e1ddfd1f/main.jpg,https://jobinja.ir/companies/iran-ai-house/jobs/tsyb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D8%AE%D8%A7%D9%86%D9%87-%D9%87%D9%88%D8%B4-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
Angular Developer (قم),مرکز داده امین (عصر پردازش اطلاعات امین) | Amin Internet Data Center,قم، قم,"قرارداد
              تمام‌وقت",(۴ روز پیش),https://thumb2.jobinjacdn.com/TkWpz1yaXJ2zgTfUxY0g6c9RHyU=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a82d05da-73a1-11e8-a636-26a4da5b8340_8bce6c7a-5619-4fa5-8fdf-60af8b07302a/main.png,https://jobinja.ir/companies/amin-internet-data-center/jobs/tflV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-angular-developer-%D9%82%D9%85-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AF%D8%A7%D8%AF%D9%87-%D8%A7%D9%85%DB%8C%D9%86-%D8%B9%D8%B5%D8%B1-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%85%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
برنامه‌نویس Moodle (قم),مرکز داده امین (عصر پردازش اطلاعات امین) | Amin Internet Data Center,قم، قم,"قرارداد
              تمام‌وقت",(۴ روز پیش),https://thumb2.jobinjacdn.com/TkWpz1yaXJ2zgTfUxY0g6c9RHyU=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a82d05da-73a1-11e8-a636-26a4da5b8340_8bce6c7a-5619-4fa5-8fdf-60af8b07302a/main.png,https://jobinja.ir/companies/amin-internet-data-center/jobs/tflw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-moodle-%D9%82%D9%85-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AF%D8%A7%D8%AF%D9%87-%D8%A7%D9%85%DB%8C%D9%86-%D8%B9%D8%B5%D8%B1-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%85%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
Data Warehouse And ETL Expert,گسترش فن‌آوری‌های نوین | Novin High Tech Solution,تهران، تهران,"قرارداد
              تمام‌وقت",(۴ روز پیش),https://thumb2.jobinjacdn.com/AlpHx4TtrB9ChOd4HZ_GxrgKMqY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/f9e7c142-ff98-11e9-a9f1-d6b790452c1a_1bc25aa0-0d0a-4337-85b2-e61210a51a93/main.png,https://jobinja.ir/companies/novin-high-tech-solution/jobs/tfy0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-warehouse-and-etl-expert-%D8%AF%D8%B1-%DA%AF%D8%B3%D8%AA%D8%B1%D8%B4-%D9%81%D9%86-%D8%A2%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%86%D9%88%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
Data Scientist,مهیمن | Mohaymen,تهران، تهران,"قرارداد
              تمام‌وقت",(۴ روز پیش),https://thumb2.jobinjacdn.com/JJj6vyuNR-pVO0KnWuVmrjb3m44=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e70c97d8-60b0-4bcd-9b53-fc017c3477f6/main.png,https://jobinja.ir/companies/mohaymen/jobs/tfyL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D8%AF%D8%B1-%D9%85%D9%87%DB%8C%D9%85%D9%86?_ref=16&_t=352e3132372e3234382e3736
Mid–Senior Backend Engineer (دورکاری),البیان | Al-Bayan Tech Solutions,تهران، تهران,"قرارداد
              دورکاری",(۵ روز پیش),https://thumb2.jobinjacdn.com/M8h7ccFy-E1FOqsDYVQPv4b9vvY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/508ac23f-7143-413d-9d1f-9c7d8f310d00/main.png,https://jobinja.ir/companies/al-bayan-tech-solutions/jobs/tfOs/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-mid-senior-backend-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D9%84%D8%A8%DB%8C%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Full‑Stack Engineer,نیک اندیشان شرق | Nic Andishan Shargh,تهران، تهران,"قرارداد
              تمام‌وقت",(۵ روز پیش),https://jobinja.ir/assets/img/logo-placeholder.png,https://jobinja.ir/companies/nica/jobs/tf4R/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-full-stack-engineer-%D8%AF%D8%B1-%D9%86%DB%8C%DA%A9-%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D8%A7%D9%86-%D8%B4%D8%B1%D9%82?_ref=16&_t=352e3132372e3234382e3736
NOC Engineer,اسنپ باکس | Snappbox,تهران، تهران,"قرارداد
              تمام‌وقت",(۵ روز پیش),https://thumb2.jobinjacdn.com/sM30y5rpqDAzqOFrSdth4sFYvpM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/5077ff84-2e9a-11e9-8802-d6b790452c1a_f0cba7d8-97b6-419c-a5c4-adc57926e526/main.jpg,https://jobinja.ir/companies/snappbox/jobs/tfE3/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-noc-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D8%A8%D8%A7%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (Front-End),ازکی | Azki‌.com,تهران، تهران,"قرارداد
              تمام‌وقت",(۵ روز پیش),https://thumb2.jobinjacdn.com/yXwg9CPWd9InJkfx6j1PX-boWRo=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/889149dd-6cc9-43a2-ace3-ef45bc69dfa3/main.jpg,https://jobinja.ir/companies/azki/jobs/tfNd/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-front-end-%D8%AF%D8%B1-%D8%A7%D8%B2%DA%A9%DB%8C?_ref=16&_t=352e3132372e3234382e3736
(Django)Senior Software Engineer,ملی گلد | Melligold,تهران، تهران,"قرارداد
              تمام‌وقت",(۵ روز پیش),https://thumb2.jobinjacdn.com/odTEUloyTd8D2aaoKkX95D4ad78=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/34c6edbf-2e19-4e00-be86-8f5cb8351f9c/main.jpg,https://jobinja.ir/companies/yara-tajart-elektronik-banian/jobs/tf4P/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-senior-software-engineer-%D8%AF%D8%B1-%D9%85%D9%84%DB%8C-%DA%AF%D9%84%D8%AF?_ref=16&_t=352e3132372e3234382e3736
Senior Backend & Infrastructure Engineer,فانوس رایانه | Fanous Rayaneh,تهران، تهران,"قرارداد
              دورکاری",(۵ روز پیش),https://thumb2.jobinjacdn.com/9RVhAXOsL1aKs6HCqqywi0uw5F8=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/5b7e411d-ae48-4a0d-b95b-d5e9cede2a17/main.jpg,https://jobinja.ir/companies/fanous-rayaneh/jobs/tspk/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-backend-infrastructure-engineer-%D8%AF%D8%B1-%D9%81%D8%A7%D9%86%D9%88%D8%B3-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87?_ref=16&_t=352e3132372e3234382e3736
Team Lead) Senior Full Stack Software Engineer-بابلسر),آکادمی دارایی | Daraei Academy,مازندران، بابلسر,"قرارداد
              تمام‌وقت",(۵ روز پیش),https://thumb2.jobinjacdn.com/KrftfucadAfg6KJIGFu-fBKPABc=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/109cdb2f-e751-415e-982a-915898ef0787/main.png,https://jobinja.ir/companies/daraei-holding/jobs/tF11/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-team-lead-senior-full-stack-software-engineer-%D8%A8%D8%A7%D8%A8%D9%84%D8%B3%D8%B1-%D8%AF%D8%B1-%D8%A2%DA%A9%D8%A7%D8%AF%D9%85%DB%8C-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C?_ref=16&_t=352e3132372e3234382e3736
AI Engineer (Finance-Focused),جیبیتکس | Jibitex,تهران، تهران,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/zcYYncpdKGYRmyord63m67dgE0s=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/4269003c-799e-43c5-a83b-3103221ef671/main.png,https://jobinja.ir/companies/paragon/jobs/tfai/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-ai-engineer-finance-focused-%D8%AF%D8%B1-%D8%AC%DB%8C%D8%A8%DB%8C%D8%AA%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع Microsoft Azure (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfpO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-microsoft-azure-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع AWS (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfpo/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-aws-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع TensorFlow (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfpJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-tensorflow-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
Senior Cloud Engineer,اسنپ | Snapp,تهران، تهران,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/2HtqcDZRl10KPLrKneiCThoQOrQ=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/4024f380-3a66-11e9-891a-d6b790452c1a_0d2a2dec-2045-43d5-b74d-fe97fc7ca58b/main.png,https://jobinja.ir/companies/snapp/jobs/tfpU/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-cloud-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع Apache Iceberg (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfpw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-apache-iceberg-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع Docker (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfpI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-docker-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع FastAPI (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfpq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-fastapi-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
Senior Data Engineer,اسنپ فود | Snappfood,تهران، تهران,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/debGjD2aNowLOBxqHm1Y3MdYJdk=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/ecfadc0e-cf5e-11e9-9a53-d6b790452c1a_14ab22f6-5128-4b10-bb7a-3768fe4e4605/main.png,https://jobinja.ir/companies/snappfood/jobs/tfZh/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%81%D9%88%D8%AF?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع Terraform (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfZI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-terraform-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع PowerBI (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfZb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-powerbi-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع MongoDB (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfZe/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-mongodb-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع ClickHouse (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfr5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-clickhouse-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
مدرس دوره جامع Git (دورکاری),مدرسه علم داده |  Data School Science,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/deQJ3V30tqcS9wEUwE_qZv9SB2I=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bdb26c6-43c4-43de-a978-87a28488d167/main.png,https://jobinja.ir/companies/big-data-science-school/jobs/tfZ6/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-git-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%D8%B1%D8%B3%D9%87-%D8%B9%D9%84%D9%85-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=352e3132372e3234382e3736
Data Analyst,ونسی | Vency,تهران، تهران,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/zBlEEK_32f5wjDKNIKO9bYe1k80=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/687a8912-ef61-4fca-8056-0f9af3c6ca26/main.jpg,https://jobinja.ir/companies/vency/jobs/tffk/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D8%AF%D8%B1-%D9%88%D9%86%D8%B3%DB%8C?_ref=16&_t=352e3132372e3234382e3736
Senior Data Analyst (Remote),پارس پک | ParsPack,تهران، تهران,"قرارداد
              دورکاری",(۶ روز پیش),https://thumb2.jobinjacdn.com/Rxw4HtjQtCi_Gn8ASYVD4XFQs5M=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7a38850a-400f-11ea-8c88-26a4da5b8340_dee5841e-a00a-4bde-9086-380df448b366/main.png,https://jobinja.ir/companies/parvasystem/jobs/tfkW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-analyst-remote-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B1%D8%B3-%D9%BE%DA%A9?_ref=16&_t=352e3132372e3234382e3736
Data Engineer (بابلسر),آکادمی دارایی | Daraei Academy,مازندران، بابلسر,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/KrftfucadAfg6KJIGFu-fBKPABc=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/109cdb2f-e751-415e-982a-915898ef0787/main.png,https://jobinja.ir/companies/daraei-holding/jobs/tIpv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%A8%D8%A7%D8%A8%D9%84%D8%B3%D8%B1-%D8%AF%D8%B1-%D8%A2%DA%A9%D8%A7%D8%AF%D9%85%DB%8C-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer (B2B),دیجی‌‌کالا | Digikala,تهران، تهران,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/O_qZgsN93Vo-fIk9MOrrM7PmPDE=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/f327e098-dacf-48cb-be59-b50656489ae3/main.jpg,https://jobinja.ir/companies/digikala/jobs/tfOc/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-b2b-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C-%DA%A9%D8%A7%D9%84%D8%A7?_ref=16&_t=352e3132372e3234382e3736
مدیر پروژه نرم‌افزاری (Data Management),سان | SON,تهران، تهران,"قرارداد
              تمام‌وقت",(۶ روز پیش),https://thumb2.jobinjacdn.com/lJUpZFteMqwdTuWLeasR6eHQ86A=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/28bafc3a-375e-4ee3-ac2f-c239f93294f0/main.png,https://jobinja.ir/companies/son/jobs/tfoZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-data-management-%D8%AF%D8%B1-%D8%B3%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
